,title,price,date,fuel,km,power_cv,displacement_cm3,consumption,seats,owners,sliding_doors
5776,"Volkswagen Caddy Maxi Kombi 1.5TSI 7Sitze Navi ACC SHZ PDC
29.980 € (bruto)
25.193 € (neto)",29980,06/2021,Gasolina,68600,84.0,1498,6.4,7,1,both-sided
5777,Volkswagen T6 Multivan Generation Six Standh. ACC 1.Ha,43950,05/2019,Diésel,68588,146.0,1968,,7,1,both-sided
5778,Mercedes-Benz V 250 d AVANTGARDE EDITION+AMG+9G+StandHZ+LED,46980,06/2020,Diésel,68510,140.0,1950,7.7,6,1,both-sided
5779,Dacia Dokker Stepway Celebration 115PS 1.Hand,13890,11/2017,Gasolina,68510,85.0,1197,5.7,5,1,both-sided
5780,"Ford Grand C-MAX Titanium ALU SYNC 3 Xenon Leder Kame
15.990 € (bruto)",15990,05/2019,Gasolina,68506,110.0,1498,8.1,6,1,both-sided
5781,"Volkswagen T6 2,0 TDI DSG Multivan Highline",48900,08/2019,Diésel,68500,146.0,1968,6.9,7,2,both-sided
5782,Ford Transit Connect Kombi lang Trend 5-Sitze/Klima,14999,02/2020,Diésel,68500,74.0,1499,4.6,5,2,both-sided
5783,Volkswagen Caddy 1.5 TSI Maxi Navi Kamera PDC 7-Sitzer,25930,06/2021,Gasolina,68500,84.0,1498,5.7,7,1,both-sided
5784,Volkswagen T6 Multivan Highline+XENON+NAVI+RFK+ELEKTR-SCHIE,46950,01/2019,Diésel,68500,146.0,1968,6.9,7,1,both-sided
5785,Ford Tourneo Courier Trend(Tüv&Insp.neu/,17990,06/2021,Diésel,68499,74.0,1499,4.2,5,1,both-sided
5786,Opel Combo Life E Innovation*SHZ*Kamera*Panorama*HUD*,19499,06/2019,Gasolina,68493,81.0,1199,7.1,5,2,both-sided
5787,"Mercedes-Benz d EXTRALANG 8 SITZE AMG DISTRONIC,19ZOLL
59.760 € (bruto)
50.218 € (neto)",59760,08/2020,Diésel,68490,176.0,1950,6.0,8,1,both-sided
5788,"Volkswagen Sharan 1.4 TSI DSG Highline 7 Sitzer, Pano, WWV
36.960 € (bruto)
31.059 € (neto)",36960,05/2022,Gasolina,68479,110.0,1395,8.8,7,1,both-sided
5789,Mercedes-Benz V 300 d EDITION+AMG+9G+AHK+StandHZ+LED+Kamera,50990,10/2020,Diésel,68463,176.0,1950,7.7,7,2,left
5790,"Toyota Proace 2,0-l-D-4D L1 Verso Team Deutschland",30950,03/2021,Diésel,68450,106.0,1997,,8,1,both-sided
5791,"Volkswagen T6 Multivan HIGHLINE 4MOTION DSG*DYN*Diffsperre*
46.890 € (bruto)",46890,05/2019,Diésel,68450,146.0,1968,8.3,7,2,both-sided
5792,Volkswagen T6.1 Multivan 2.0TDI GenerationSIX 4x4 DSG AHK,56882,04/2022,Diésel,68450,150.0,1968,8.5,7,1,both-sided
5793,"Volkswagen T6.1 Multivan 2.0TDI GenerationSIX 4x4 DSG AHK
56.882 € (bruto)
47.800 € (neto)",56882,04/2022,Diésel,68450,150.0,1968,8.5,7,1,both-sided
5794,"Mercedes-Benz V 300 lang AHK 2,5t LED Easy-Pack 360° el Türen",58490,07/2023,Diésel,68424,174.0,1950,7.7,7,1,both-sided
5795,"Mercedes-Benz V 300 d 4M lang Avantgarde AMG 8 Pan Nav ACC Kam
63.884 € (bruto)
53.684 € (neto)",63884,06/2023,Diésel,68400,174.0,1950,,8,1,both-sided
5796,"Mercedes-Benz V 300 d Edition LED+Standhzg+Easy-Pack+Navi+6-S
44.900 € (bruto)
37.731 € (neto)",44900,10/2019,Diésel,68389,176.0,1950,7.5,6,3,both-sided
5797,Mercedes-Benz V 250d AMG L Avangarde SPECIAL CHRISTMAS PRICE,47990,12/2018,Diésel,68384,140.0,2143,6.7,8,2,both-sided
5798,Mercedes-Benz V 300 d 4M EDITION+Allrad+AMG+9G+TischP+Kamera,54980,11/2020,Diésel,68363,176.0,1950,8.5,7,1,both-sided
5799,"Mercedes-Benz V 220 d Aut. 9G-Tronic EDITION kompakt 7 Sitze
38.900 € (bruto)
32.689 € (neto)",38900,10/2020,Diésel,68332,120.0,1950,6.0,7,1,both-sided
5800,Citroën Berlingo 1.5 Blue-HDi XL Feel *AHK*CARPLAY*,19890,05/2021,Diésel,68312,75.0,1497,4.8,5,1,both-sided
5801,Seat Alhambra 2.0 TDI DSG FR 7S.|STHZG|AHK|ACC|DAB+,35990,03/2020,Diésel,68300,110.0,1968,5.3,7,1,both-sided
5802,"Ford Tourneo Connect Titanium 1,5 TDCi Autom*Pano*RFK",23880,02/2020,Diésel,68300,88.0,1499,4.5,5,2,both-sided
5803,Seat Alhambra 1.4 TSI Style AHK ACC Navi RFK SHZ LM,29740,07/2021,Gasolina,68300,110.0,1395,7.8,7,1,both-sided
5804,Mercedes-Benz V 300 Avantgarde Edition AMG Line,57450,04/2021,Diésel,68300,176.0,1950,,8,1,both-sided
5805,"Peugeot Rifter Allure Pack L1 TEMPO,KAM,APP,TOTW,SPURH
25.450 € (bruto)",25450,07/2021,Gasolina,68278,96.0,1199,7.2,5,1,both-sided
5806,Ford Transit Connect 210 L2 S&S Trend,17990,09/2019,Diésel,68252,74.0,1498,,2,1,both-sided
5807,"Volkswagen Caddy Trendline BMT 2.0 TDI GRA KLIMA XENON
17.388 € (bruto)
14.612 € (neto)",17388,12/2019,Diésel,68210,75.0,1968,,5,1,left
5808,"Mercedes-Benz Vito 116 CDI TOURER PRO Lang 9-SITZER+AUTOMATIK
39.900 € (bruto)
33.529 € (neto)",39900,05/2023,Diésel,68202,120.0,1950,7.3,9,1,both-sided
5809,"Volkswagen Sharan 2.0 TDI DSG 4Motion Highline Navi ACC DAB
36.860 € (bruto)
30.975 € (neto)",36860,07/2020,Diésel,68202,130.0,1968,7.5,7,1,both-sided
5810,"Ford Tourneo Custom 2.0 TDCi Titanium°ACC°RFK°Spur°TW
33.970 € (bruto)",33970,12/2020,Diésel,68150,96.0,1995,,9,2,both-sided
5811,Mercedes-Benz V 250 Exclusive Edition 4 Matic AMG Pannorama,57000,02/2019,Diésel,68090,140.0,2143,6.7,7,2,both-sided
5812,"Mercedes-Benz V 300 lang AHK 2,5t 2x Klima LED Kamera Tempomat",53890,07/2023,Diésel,68068,174.0,1950,7.8,7,1,both-sided
5813,Renault Kangoo 1.5 dCi 95 Edition ONE LED SHZ PDC Klima,20888,09/2021,Diésel,68051,70.0,1461,5.5,5,0,both-sided
5814,Volkswagen Caddy Life 1.5 TSI NAVI+PDC HINTEN,23690,07/2021,Gasolina,68050,84.0,1498,6.4,5,1,both-sided
5815,"Ford Tourneo Custom L1 Titanium Automatik, 2.Hand
31.990 € (bruto)",31990,09/2020,Diésel,68000,96.0,1995,6.7,8,2,both-sided
5816,"Ford Tourneo Custom 2.0TDCI*Titanium*8-Sitze*Navi*AHK
28.990 € (bruto)",28990,04/2018,Diésel,68000,125.0,1995,6.4,8,2,both-sided
5817,"Ford Transit Custom 2.0TDCI*Titanium*8-Sitze*Navi*AHK
28.990 € (bruto)",28990,04/2018,Diésel,68000,125.0,1995,6.4,8,2,both-sided
5818,"Fiat Scudo 2.0 JTDI Panorama L2H1 6 Sitzer/NAVI/PDC
18.890 € (bruto)
15.874 € (neto)",18890,07/2015,Diésel,68000,120.0,1997,7.1,8,1,both-sided
5819,"Ford Tourneo Custom Titanium X L2
35.490 € (bruto)",35490,05/2019,Diésel,68000,125.0,1995,7.0,8,2,both-sided
5820,Nissan NV200 1.6 Benzin Evalia Acenta 7-Sitzer,16300,05/2013,Gasolina,68000,81.0,1598,7.3,7,2,both-sided
5821,"Citroën BerlingoM BlueHDi100FEEL,NAVi,Kamera hi.",16500,01/2020,Diésel,68000,75.0,1499,,5,2,both-sided
5822,"Mercedes-Benz V 300 AVANTGARDE EDITION L+4x4+DISTR+STHZG+AHK
57.498 € (bruto)
48.318 € (neto)",57498,09/2019,Diésel,68000,176.0,1950,8.5,7,1,both-sided
5823,Mercedes-Benz V 250d EXCLUSIVE lang 4M AMG Line *Pano *Memory,73990,07/2022,Diésel,68000,140.0,1950,7.3,6,1,both-sided
5824,"Mercedes-Benz Citan 112 Tourer Edition lang /Automatik/ 68TKM
17.900 € (bruto)",17900,12/2018,Gasolina,68000,84.0,1192,6.1,5,2,both-sided
5825,Volkswagen T6 Transporter Kasten*Klima*PDC*el.Fenster*2.Hd,18890,03/2018,Diésel,68000,75.0,1968,5.7,2,1,both-sided
5826,"Mercedes-Benz V 250 d AVANTGARDE Lang 360°+Totwinkel+Temp.+AHK
48.270 € (bruto)",48270,02/2019,Diésel,67969,140.0,2143,8.0,7,3,both-sided
5827,Mercedes-Benz Marco Polo 300 d HORIZON EDITION+Allrad+AMG+9G,66990,12/2021,Diésel,67960,174.0,1950,8.5,6,2,left
5828,"Volkswagen Caddy Maxi 2,0 TDI Comfortline BMT,Navi,Keyles",24800,05/2018,Diésel,67951,110.0,1968,5.0,5,1,both-sided
5829,"Ford Grand Tourneo Connect 1.5EcoB Aut.Trend,7-SITZER",23859,06/2019,Diésel,67950,88.0,1499,,7,3,both-sided
5830,"Volkswagen Caddy Maxi Trendline 1,4 TSI Climatr,AHK,Tempom",24850,02/2019,Gasolina,67900,96.0,1395,6.7,5,1,both-sided
5831,Mercedes-Benz V 300 CDI AVANTGARDE EDITION Lang,59780,10/2021,Diésel,67865,174.0,1950,7.8,7,1,both-sided
5832,Mercedes-Benz Vito 114 *MIXTO+EXTRAL+TRENNWAND+KLIMA+6-SITZE,24942,02/2020,Diésel,67858,100.0,2143,7.1,6,1,both-sided
5833,Mercedes-Benz V 300 d 4M EDITION+Allrad+SportP+9G+AHK+StandHZ,53980,10/2020,Diésel,67837,176.0,1950,8.5,7,1,left
5834,Ford Transit Connect Kasten -1.HAND-NAVI-AHK-EURO6-,18990,11/2018,Diésel,67811,88.0,1499,,3,1,both-sided
5835,"Mercedes-Benz V 300 AVANTGARDE EDITION L+AIRMATIC+AMG+DISTR
65.299 € (bruto)
54.873 € (neto)",65299,02/2023,Diésel,67809,174.0,1950,7.9,6,1,both-sided
5836,"Mercedes-Benz V 300 d 4Matic Lang, Leder, Pano, 8 Sitze",53990,01/2020,Diésel,67800,176.0,1950,6.5,8,2,both-sided
5837,Mercedes-Benz Vito Tourer 116 CDI Pro lang/AHK/Standheiz./Navi,39990,03/2023,Diésel,67800,120.0,1950,6.1,9,1,both-sided
5838,Volkswagen T6 Multivan Generation Six,48900,11/2021,Diésel,67800,150.0,1968,6.8,7,1,both-sided
5839,Mercedes-Benz Vito Tourer CDI 4x4 lang - 9.Sitzer - 67.793 KM,34900,06/2021,Diésel,67793,120.0,1950,6.3,9,2,both-sided
5840,"Volkswagen CADDY KOMBI 2.0 TDI*CLIMA*AHK*TRENDLINE*PDC*ALU
24.880 € (bruto)",24880,04/2020,Diésel,67792,110.0,1968,6.2,5,2,both-sided
5841,Mercedes-Benz V 300 Allrad Horizon Distro*Standh*Pano*Dachbett,70990,05/2021,Diésel,67750,174.0,1950,8.7,7,1,both-sided
5842,Mercedes-Benz V 300 d 4M EDITION+Allrad+SportP+9G+AHK+StandHZ,54980,09/2021,Diésel,67740,174.0,1950,8.3,7,1,left
5843,"Ford Connect Kombi lang ""Trend"" Kamera 7 Sitzer Tempo",21350,12/2019,Diésel,67700,74.0,1499,5.1,7,2,both-sided
5844,Mercedes-Benz V 300+67.700 KM+Standheizung+AMG-Paket+Leder++++,52990,02/2020,Diésel,67700,176.0,1950,5.9,5,2,both-sided
5845,"Mercedes-Benz V 250 V-Klasse AMG AVANTGARDE EDITION 4M AHK
52.999 € (bruto)",52999,10/2019,Diésel,67700,140.0,1950,,7,3,both-sided
5846,Citroën Jumpy*Kasten*Club M*Autom*Navi*RFK*AHK*1.Hd*,20999,09/2020,Diésel,67610,90.0,1997,5.4,3,1,both-sided
5847,"Ford Tourneo Custom 2.0 D L2 AUTOMATIK 9SITZ CAM NAVI
36.990 € (bruto)",36990,07/2019,Diésel,67608,96.0,1995,7.0,9,2,both-sided
5848,Mercedes-Benz Vito 119 CDI Kombi Tourer Lang Kamera AUT SHZ,49680,08/2023,Diésel,67600,140.0,1950,7.5,8,1,both-sided
5849,"Mercedes-Benz V 300 d **4matic,Night,AMG,360°,Navi,Burmester",59579,11/2020,Diésel,67541,176.0,1950,8.6,6,1,both-sided
5850,"Opel Zafira L Elegance -HUD-Panorama-Navi-Soundsystem
39.990 € (bruto)
33.605 € (neto)",39990,02/2021,Diésel,67541,130.0,1997,7.8,8,1,both-sided
5851,Seat Alhambra 2.0 TDI Xcellence S&S DSG Xen Navi DAB,27380,01/2020,Diésel,67500,110.0,1968,,5,2,both-sided
5852,"Volkswagen Caddy 2.0 TDI Highline Kamera+Rollstuhlrampe+BC
29.989 € (bruto)",29989,05/2019,Diésel,67500,75.0,1968,,5,1,both-sided
5853,"Seat Alhambra 1.4 TSI DSG FR-Line 7Sitze/ACC/AHK/Pano
34.500 € (bruto)
28.992 € (neto)",34500,05/2022,Gasolina,67500,110.0,1395,8.7,7,1,both-sided
5854,Fiat Qubo 1 Hand Klima 2x Schiebetüren,7890,01/2015,Gasolina,67500,57.0,1368,4.5,5,1,both-sided
5855,Volkswagen Caddy 1.4 TSI XTRA BMT KLIMA PDC SHZ NAVI W-LAN,24888,10/2020,Gasolina,67500,96.0,1395,7.6,5,1,both-sided
5856,Volkswagen T7 Multivan TSI DSG Style MATRIX ACC PANO STH AI,49980,09/2022,Gasolina,67500,150.0,1984,8.9,7,1,both-sided
5857,"Volkswagen T7 Multivan TSI DSG Style MATRIX ACC PANO STH AI
49.980 € (bruto)
42.000 € (neto)",49980,09/2022,Gasolina,67500,150.0,1984,8.9,7,1,both-sided
5858,"Dacia Dokker Stepway TCe 115 Rollifahrer Heckeinstieg
26.990 € (bruto)",26990,09/2017,Gasolina,67500,85.0,1197,,5,2,both-sided
5859,"Opel Zafira Life M Innovation 2.0 D Automatik/Leder/
37.450 € (bruto)",37450,03/2020,Diésel,67490,130.0,1997,8.0,5,2,both-sided
5860,Volkswagen VW T7 Multivan/STYLE/Pano-Dach/ACC/PDC/Ledero,52990,06/2022,Gasolina,67432,150.0,1984,7.7,7,1,both-sided
5861,Volkswagen Caddy PKW Maxi Trendline - DSG - 7-SITZER - SHZ,24290,11/2018,Diésel,67400,110.0,1968,5.3,7,2,both-sided
5862,Mercedes-Benz V300d 4M EXTRALANG*9G*AMG*DISTR*CAM*STHZ*AHK*LED,57990,02/2021,Diésel,67400,176.0,1950,6.5,6,1,both-sided
5863,Volkswagen Caravelle T6.1 DSG Lang Comfortline,48450,03/2022,Diésel,67400,150.0,1968,,8,2,both-sided
5864,Volkswagen Caddy 2.0+TDI+DSG+TRENDLINE+KLIMA+ACC+PDC+,22870,07/2020,Diésel,67389,75.0,1968,6.2,5,1,both-sided
5865,"Volkswagen T6 Transporter Kasten-Kombi Kasten lang
19.990 € (bruto)
16.798 € (neto)",19990,02/2016,Diésel,67382,103.0,1968,7.4,3,1,both-sided
5866,Volkswagen T6.1 Multivan Comfortline 2.0 TDI DSG 4M Navi AH,58799,11/2021,Diésel,67381,150.0,1968,8.5,7,1,both-sided
5867,"Volkswagen T6.1 Multivan Comfortline 2.0 TDI DSG 4M Navi AH
58.799 € (bruto)
49.411 € (neto)",58799,11/2021,Diésel,67381,150.0,1968,8.5,7,1,both-sided
5868,Mercedes-Benz V 300 d 4M AVANT ED Lang LED 360° AHK DISTR FP,53950,02/2020,Diésel,67377,176.0,1950,8.5,6,3,both-sided
5869,"Volkswagen Caddy 2.0 TDI 4X4 Kombi KR + AHK Navi Assist PDC
31.590 € (bruto)
26.546 € (neto)",31590,03/2022,Diésel,67351,90.0,1968,5.1,5,1,both-sided
5870,"Mercedes-Benz V300 AHK 2,5t LED Kamera 2xKlima SHZ Nav Tempom",53890,07/2023,Diésel,67348,174.0,1950,7.8,7,1,both-sided
5871,Mercedes-Benz V 250 d Edition Lang 9G *Pano/Schiebe*Navi*LED/,48900,08/2020,Diésel,67300,140.0,1950,5.9,7,2,both-sided
5872,"Seat Alhambra Style Allrad*AHK*PANO*STHZ*7-SITZER*
29.991 € (bruto)",29991,07/2018,Diésel,67250,110.0,1968,5.1,7,1,both-sided
5873,Mercedes-Benz V 300 d XL EDITION+SportP+9G+AHK+StandHZ+LED+DIS,51990,08/2020,Diésel,67220,176.0,1950,7.6,7,2,left
5874,Volkswagen Sharan Comfortline ACC/AHK/KAMERA/STNDHZG/18ZOLL,31999,08/2022,Gasolina,67100,110.0,1395,6.9,7,1,both-sided
5875,Citroën Berlingo Multispace VTi 95 Selection PDC WR AHK,10450,03/2015,Gasolina,67043,72.0,1598,7.1,5,2,both-sided
5876,Volkswagen T6.1 Multivan Cruise 7 Sitzer AUTOMATIK STANDHZG,49770,03/2021,Diésel,67043,150.0,1968,7.9,7,2,both-sided
5877,Volkswagen T6 Multivan Cruise 7 Sitzer AUTOMATIK STANDHZG A,49770,03/2021,Diésel,67043,150.0,1968,7.9,7,2,both-sided
5878,"Toyota Proace 2,0-l-D-4D L1 (7-Si.) Autm. Verso Executi",42550,04/2022,Diésel,67000,130.0,1997,,7,1,both-sided
5879,Mercedes-Benz Citan CDI lang/Garantie/Kamera/Sitzheizung/AHK,14200,06/2019,Diésel,67000,81.0,1461,4.7,5,2,both-sided
5880,"Mercedes-Benz V 250 d L AVANTGARDE EDT. AMG/PANO/LED/360°/BURM
54.990 € (bruto)
46.210 € (neto)",54990,07/2019,Diésel,67000,140.0,1950,5.9,7,1,both-sided
5881,Seat Alhambra 1.4 TSI DSG XCELLENCE *Xenon*Kessy*AHK*,31900,07/2021,Gasolina,67000,110.0,1395,7.1,5,1,both-sided
5882,Mercedes-Benz V 300d Lang*AVANTGARDE EDITION*MBUX*360°-Kamera*,49890,07/2020,Diésel,67000,176.0,1950,5.9,7,1,both-sided
5883,"Hyundai H-1 Starex *Kamera*DAB+*Bhz.Lenkrad*Tempomat
33.990 € (bruto)
28.563 € (neto)",33990,06/2020,Diésel,67000,125.0,2497,9.3,8,1,both-sided
5884,"Hyundai Staria Smart 9seats! 2WD SHZ,KAM,Keyless",33900,03/2023,Diésel,67000,130.0,2199,8.0,9,1,both-sided
5885,Volkswagen Sharan*1.4*TSI*DSG*Comfortline*7-Sitze*Navi*APP*,27777,02/2020,Gasolina,67000,110.0,1395,6.8,7,2,both-sided
5886,Volkswagen Caddy Life Team Caddy**TÜV NEU**TOP**,6999,09/2008,Gasolina,67000,59.0,1390,8.0,5,2,both-sided
5887,"Opel Combo Life E Innovation Navi. AHK
23.950 € (bruto)",23950,06/2020,Gasolina,67000,96.0,1199,5.2,5,2,both-sided
5888,Fiat Scudo Executive L2H1 165 Multijet 8 Sitze,17990,05/2015,Diésel,67000,120.0,1997,7.0,8,1,both-sided
5889,Citroën Berlingo M PureTech 110 LIVE,14790,11/2019,Gasolina,67000,81.0,1199,,5,1,both-sided
5890,Citroën Jumpy Club M AHK 2 Schiebetüren Tempomat,19200,06/2020,Diésel,67000,90.0,1997,,3,1,both-sided
5891,Renault TRAFIC Grand Combi Life dCi 120*2xSchiebetüren*,25990,10/2020,Diésel,66999,88.0,1997,6.0,9,1,both-sided
5892,"Mercedes-Benz V 300 d Edition Kompakt L1 Sportp+Night+Liegep
49.899 € (bruto)
41.932 € (neto)",49899,03/2023,Diésel,66998,174.0,1950,7.6,5,1,both-sided
5893,Mercedes-Benz V 300 d Lang Avantgarde Distronic Pano,69880,09/2023,Diésel,66900,174.0,1950,8.1,7,1,both-sided
5894,Mercedes-Benz Vito 114 CDI KA Lang AHK+Kamera+Navi+Tempo,23788,12/2020,Diésel,66867,100.0,1749,7.6,3,1,left
5895,"Volkswagen Caddy 2.0 TDI Edition 35 4M DSG STHZ*SHZ*NAV*AHK
33.490 € (bruto)",33490,07/2019,Diésel,66810,110.0,1968,5.6,5,3,both-sided
5896,"Citroën SpaceTourer, Feel XL, Had-Displ. 2xSchiebt., ACC",35999,04/2021,Diésel,66800,130.0,1997,6.1,8,1,both-sided
5897,Volkswagen T6.1 Multivan Generation Six NAVI LED STHZ SITZH,49990,10/2020,Diésel,66778,110.0,1968,,7,2,both-sided
5898,Volkswagen T7 Multivan/Pano-/Lang/Head-Up Display vis-a-vis,52990,09/2022,Diésel,66750,110.0,1968,5.4,6,1,both-sided
5899,Ford B-Max Titanium *Automatik*Navi*Kamera*,12895,02/2017,Gasolina,66734,77.0,1596,6.4,5,4,both-sided
5900,Opel Combo Life E INNOVATION 1.2 Turbo HUD AHK Panora,18490,09/2018,Gasolina,66722,81.0,1199,7.5,5,2,both-sided
5901,"Seat 1.4 TSI FR LINE 7 SITZE KESSY,AHK,1.HD
28.740 € (bruto)",28740,06/2019,Gasolina,66660,110.0,1395,7.1,7,1,both-sided
5902,Volkswagen Caddy Maxi Xenon Navi Rollstuhlgerecht 7 Sitzer,36990,09/2020,Gasolina,66631,96.0,1395,6.6,7,1,both-sided
5903,Ford Tourneo Connect Trend 1.5 EcoBlue TDCi KAT PDCv,19370,05/2020,Diésel,66553,74.0,1499,5.7,5,1,both-sided
5904,"Mercedes-Benz V 300 d EXCLUSIVE EDITION lang*AMG-Line*Pano*360
62.995 € (bruto)
52.937 € (neto)",62995,02/2020,Diésel,66550,176.0,1950,5.9,6,2,both-sided
5905,Mercedes-Benz V300 d AMG AVANTGARDE EDITION Lang Panoram,58990,09/2021,Diésel,66532,174.0,1950,6.4,7,1,both-sided
5906,"Toyota Proace(Verso) 2,0-l-D-4D 106kW L2 Shuttle 9 Sitz",33900,06/2022,Diésel,66500,106.0,1997,5.1,9,1,both-sided
5907,Mercedes-Benz V 300 d Lang / AMG PAKET / DISTRONIC / 360,54990,02/2021,Diésel,66500,176.0,1950,5.9,6,1,both-sided
5908,Mercedes-Benz V 220 d EDITION/COMAND/LED(ILS)/DISTRONIC/KAMERA,45970,02/2020,Diésel,66500,120.0,1950,7.5,6,1,both-sided
5909,"Volkswagen T7 MULTIVAN *STYLE* ACC/DCC/HIFI/PANO./7-SITZER
51.900 € (bruto)
43.613 € (neto)",51900,10/2022,Gasolina,66500,150.0,1984,7.7,7,1,both-sided
5910,Mercedes-Benz V 300 d EXCLUSIVE EDITION+AMG+SportP+SchiebDa+9G,55480,01/2020,Diésel,66490,176.0,1950,8.0,7,1,both-sided
5911,Peugeot Partner Tepee Allure+66.450km+1.Hand+SHZ,12990,03/2013,Gasolina,66450,88.0,1598,7.5,5,1,both-sided
5912,Volkswagen Sharan Highline BMT 4Motion/7-Sitz/Elektr. Türe,37890,10/2019,Diésel,66417,130.0,1968,6.2,7,2,both-sided
5913,Volkswagen T7 Multivan lang 2.0 TDI App-Connect DAB LED,45990,06/2022,Diésel,66408,110.0,1968,5.3,7,1,both-sided
5914,Mercedes-Benz V 250d EDITION lang + NAVI Plus+DAB+Kamera+,49980,08/2022,Diésel,66400,140.0,1950,5.9,7,1,both-sided
5915,"Volkswagen T6.1 Multivan Highline DSG ACC LED PDC Leder
57.990 € (bruto)
48.731 € (neto)",57990,01/2022,Diésel,66340,110.0,1968,8.2,7,1,both-sided
5916,"Seat Alhambra 1.4 TSI FR-Line 7S/Pano/ACC/AHK/4J.Gara
35.850 € (bruto)
30.126 € (neto)",35850,12/2022,Gasolina,66300,110.0,1395,8.7,7,1,both-sided
5917,Ford B-Max B-MAX Sync Edition,9999,02/2015,Gasolina,66276,77.0,1596,6.4,5,2,both-sided
5918,Mercedes-Benz V 250 Lang Avantg. *AMG*BURM*360*ACC*,46850,05/2017,Diésel,66250,140.0,2143,6.0,7,2,both-sided
5919,Ford C-Max Grand Titanium 1.5 EcoBoost AHK-klappbar N,14290,01/2016,Gasolina,66205,134.0,1498,6.8,5,2,both-sided
5920,Peugeot Rifter Allure L1 *1.HAND*SITZHZG*KAMERA*8-FACH*,23900,04/2020,Gasolina,66150,96.0,1199,5.5,5,1,both-sided
5921,Mercedes-Benz V 300 d Kompakt EDITION+AMG+9G+LED+Kamera+MBUX,52980,08/2021,Diésel,66088,174.0,1950,7.7,7,1,both-sided
5922,Citroën Berlingo Shine XL,21980,09/2019,Gasolina,66081,96.0,1199,5.6,5,2,both-sided
5923,Mercedes-Benz V 250 d 4M EDITION+Allrad+SportP+9G+AHK+StandHZ,47990,03/2021,Diésel,66011,140.0,1950,8.2,2,1,left
5924,"Volkswagen Caddy 2.0 TDI*5-Sitze*Klima*AHK*2x Schiebetüre*
17.890 € (bruto)
15.034 € (neto)",17890,03/2018,Diésel,66000,75.0,1968,4.8,5,2,both-sided
5925,Volkswagen Caddy PKW Trendline BMT Klima|PDC|5 Sitze|EU6d-T,17950,12/2019,Diésel,66000,75.0,1968,5.3,5,1,both-sided
5926,Citroën Berlingo Kombi Selection *PDC *Tempomat* AHK*MFL,13999,12/2017,Diésel,66000,73.0,1560,4.1,5,1,both-sided
5927,"Citroën Berlingo BlueHDi 130 S&S SHINE XL 7Sitzer
25.710 € (bruto)",25710,08/2020,Diésel,66000,96.0,1499,4.2,7,1,both-sided
5928,Dacia Dokker Stepway,11950,09/2015,Gasolina,66000,85.0,1197,6.7,5,1,both-sided
5929,Mercedes-Benz V 250 d EDITION lang *Navi*Klimaaut*Kamera*Temp*,51980,06/2021,Diésel,66000,140.0,1950,6.4,6,2,both-sided
5930,Ford Tourneo Custom L1Titanium X,35900,02/2021,Diésel,66000,136.0,1997,5.5,8,2,both-sided
5931,"Fiat Talento L1H1, Family, Standheizung, Vollausstatt",25950,11/2020,Diésel,66000,107.0,1997,5.7,8,1,both-sided
5932,Mercedes-Benz Vito 116 CDI PRO Aut. lang Klima 1.Hand Scheckhe,27990,05/2021,Diésel,66000,120.0,1950,5.1,3,1,both-sided
5933,Mercedes-Benz V 250 d AMG Paket Lang,53990,07/2022,Diésel,66000,140.0,1950,6.4,6,1,both-sided
5934,"Ford Transit Custom 320 L1 Trend//KLIMA/9 SITZER//
26.499 € (bruto)
22.268 € (neto)",26499,12/2018,Diésel,66000,77.0,1995,,9,1,left
5935,"Ford Grand Tourneo Titanium 1.5 EcoBlue TDCi KAMERA
23.980 € (bruto)",23980,01/2020,Diésel,65983,88.0,1499,,5,2,both-sided
5936,"Ford Grand C-Max 1.5 EcoBoost Cool & Connect Navi AHK
15.999 € (bruto)",15999,05/2019,Gasolina,65919,110.0,1498,7.4,5,1,both-sided
5937,"Opel Combo Life XL 1.5 D *NAVI+ALLWETTER*
21.900 € (bruto)
18.403 € (neto)",21900,11/2021,Diésel,65900,96.0,1499,4.2,7,2,both-sided
5938,Volkswagen Caddy 2.0TDI STHZ SHZ Navi PDC vorn & hinten,25555,10/2022,Diésel,65860,75.0,1968,4.9,7,1,both-sided
5939,Volkswagen T7 Multivan Style/Pano-Dach/LED/ACC/ vis-a-vis,54990,07/2022,Diésel,65850,110.0,1968,5.3,6,1,both-sided
5940,"Volkswagen SHARAN 1.4 TSI HIGHLINE AHK+ALCANTARA+SHZ
22.830 € (bruto)",22830,02/2017,Gasolina,65840,110.0,1395,,5,2,both-sided
5941,"Ford Grand C-Max 1.5 EcoBoost Start-Stopp-System Tita
17.290 € (bruto)",17290,12/2018,Gasolina,65732,110.0,1498,,5,4,both-sided
5942,"Volkswagen T6 Multivan 2,0TDI Highline DSG 7-Sitze ACC LED",43970,07/2019,Diésel,65700,146.0,1968,6.9,7,2,both-sided
5943,"Hyundai STARIA Signature 4WD 7-Sitzer -Allrad-Panorama-N
47.990 € (bruto)
40.328 € (neto)",47990,06/2023,Diésel,65610,130.0,2199,8.9,7,1,both-sided
5944,"Seat Alhambra 1.4 TSI FR-Line 7Sitze/ACC/AHK/Pano/Kam
30.999 € (bruto)
26.050 € (neto)",30999,05/2022,Gasolina,65600,110.0,1395,8.7,7,1,both-sided
